resName1,PDB Classification,Uniprot Acc
ZN,METAL BINDING PROTEIN,Q13642
ZN,"STRUCTURAL GENOMICS,
ZN,"STRUCTURAL GENOMICS,
ZN,METAL BINDING PROTEIN,Q13642
ZN,METAL BINDING PROTEIN,Q13642
ZN,METAL BINDING PROTEIN,O75800
ZN,METAL BINDING PROTEIN,O75800
ZN,METAL BINDING PROTEIN,Q9H0W7
ZN,METAL BINDING PROTEIN,Q5T0T0
ZN,METAL BINDING PROTEIN,Q5T0T0
ZN,METAL BINDING PROTEIN,Q9NTX7
ZN,METAL BINDING PROTEIN,Q9NTX7
ZN,METAL BINDING PROTEIN,Q9DAZ9
ZN,METAL BINDING PROTEIN,Q9DAZ9
ZN,"Structural protein,
ZN,"Structural protein,
ZN,STRUCTURAL PROTEIN,Q9UHB6
ZN,STRUCTURAL PROTEIN,Q9UHB6
ZN,"Signaling protein,
ZN,TRANSCRIPTION,Q8IY57
ZN,DNA BINDING PROTEIN,Q9BU19
ZN,IMMUNE SYSTEM,O14545
ZN,IMMUNE SYSTEM,O14545
ZN,GENE REGULATION,P52594
ZN,RNA BINDING PROTEIN,Q8IWR0
ZN,RNA BINDING PROTEIN,
ZN,METAL BINDING PROTEIN,O75800
ZN,METAL BINDING PROTEIN,Q96HC4
ZN,METAL BINDING PROTEIN,Q96HC4
ZN,METAL TRANSPORT,Q9UJ78
ZN,"STRUCTURAL GENOMICS,
ZN,"STRUCTURAL GENOMICS,
ZN,METAL BINDING PROTEIN,Q8NEG5
ZN,METAL BINDING PROTEIN,Q8NEG5
ZN,METAL BINDING PROTEIN,O94929
ZN,METAL BINDING PROTEIN,Q06455
ZN,METAL BINDING PROTEIN,Q06455
ZN,GENE REGULATION,Q9BYE7
ZN,GENE REGULATION,Q9BYE7
ZN,METAL BINDING PROTEIN,Q9BTP6
ZN,METAL BINDING PROTEIN,Q9CR50
ZN,METAL BINDING PROTEIN,Q9CR50
ZN,METAL BINDING PROTEIN,Q9CR50
ZN,DNA BINDING PROTEIN,Q9BU19
ZN,CELL ADHESION,Q15654
ZN,CELL ADHESION,Q15654
ZN,TRANSCRIPTION,Q1H9T6
ZN,TRANSCRIPTION,Q1H9T6
ZN,TRANSCRIPTION,Q1H9T6
ZN,TRANSCRIPTION,
ZN,TRANSCRIPTION,Q63HK5
ZN,TRANSCRIPTION,Q63HK5
ZN,VIRAL PROTEIN,P18042
ZN,"PROTEIN TRANSPORT,
ZN,DNA BINDING PROTEIN,Q9Y4J8
ZN,DNA BINDING PROTEIN,Q9Y4J8
ZN,TRANSCRIPTION,Q5VZF2
ZN,DNA BINDING PROTEIN,Q9BY66
ZN,DNA BINDING PROTEIN,Q9BY66
ZN,"STRUCTURAL GENOMICS,
ZN,TRANSLATION,P55010
ZN,CELL CYCLE,Q99675
ZN,CELL CYCLE,Q99675
ZN,TRANSCRIPTION,P10589
ZN,TRANSCRIPTION,P10589
ZN,TRANSPORT PROTEIN,P49790
ZN,TRANSCRIPTION,Q13887
ZN,TRANSCRIPTION,Q13887
ZN,TRANSCRIPTION,Q13887
ZN,TRANSPORT PROTEIN,P49790
ZN,APOPTOSIS,P98170
ZN,APOPTOSIS,P98170
ZN,METAL BINDING PROTEIN,Q9Y4K3
ZN,METAL BINDING PROTEIN,Q9Y4K3
ZN,METAL BINDING PROTEIN,Q9HCM9
ZN,METAL BINDING PROTEIN,Q9HCM9
ZN,METAL BINDING PROTEIN,Q9UBF6
ZN,METAL BINDING PROTEIN,Q9CR50
ZN,METAL BINDING PROTEIN,Q9CR50
ZN,METAL BINDING PROTEIN,Q8WVD5
ZN,METAL BINDING PROTEIN,Q91YL2
ZN,METAL BINDING PROTEIN,Q91YL2
ZN,APOPTOSIS,P15533
ZN,APOPTOSIS,P15533
ZN,APOPTOSIS,Q13114
ZN,APOPTOSIS,Q13114
ZN,GENE REGULATION,Q91ZD1
ZN,ANTIVIRAL PROTEIN,Q9BYJ4
ZN,ANTIVIRAL PROTEIN,Q9BYJ4
ZN,STRUCTURAL PROTEIN,Q13642
ZN,STRUCTURAL PROTEIN,Q13642
ZN,STRUCTURAL PROTEIN,Q13643
ZN,STRUCTURAL PROTEIN,Q13643
ZN,TRANSCRIPTION,Q14587
ZN,TRANSCRIPTION,Q14587
ZN,TRANSCRIPTION,Q14587
ZN,TRANSCRIPTION,Q9NZL3
ZN,TRANSCRIPTION,Q9NZL3
ZN,TRANSCRIPTION,Q14587
ZN,TRANSCRIPTION,Q8NHY6
ZN,TRANSCRIPTION,Q8NHY6
ZN,TRANSCRIPTION,Q9Y2L8
ZN,TRANSCRIPTION,Q8WTR7
ZN,TRANSCRIPTION,Q5JVG2
ZN,TRANSCRIPTION,Q9Y2L8
ZN,TRANSCRIPTION,Q14587
ZN,TRANSCRIPTION,P41182
ZN,TRANSCRIPTION,Q9Y2L8
ZN,TRANSCRIPTION,Q14587
ZN,TRANSCRIPTION,Q8NHY6
ZN,TRANSCRIPTION,Q9NZL3
ZN,TRANSCRIPTION,Q8NHY6
ZN,TRANSCRIPTION,Q9UIH9
ZN,TRANSCRIPTION,Q03181
ZN,TRANSCRIPTION,Q03181
ZN,SIGNALING PROTEIN,Q9BUZ4
ZN,SIGNALING PROTEIN,Q9BUZ4
ZN,TRANSCRIPTION,Q14587
ZN,TRANSCRIPTION,Q8NHY6
ZN,TRANSCRIPTION,Q14587
ZN,TRANSCRIPTION,Q14587
ZN,TRANSCRIPTION,Q14587
ZN,TRANSCRIPTION,Q9NZL3
ZN,TRANSCRIPTION,P41182
ZN,TRANSCRIPTION,Q5JVG2
ZN,TRANSCRIPTION,Q8WTR7
ZN,TRANSCRIPTION,Q8NHY6
ZN,TRANSCRIPTION,Q5JVG2
ZN,PROTEIN BINDING,Q9Y225
ZN,PROTEIN BINDING,Q9Y225
ZN,TRANSCRIPTION,Q13118
ZN,TRANSCRIPTION,P17041
ZN,TRANSCRIPTION, and zinc finger-containing protein 1"
ZN,TRANSCRIPTION, and zinc finger-containing protein 1"
ZN,TRANSCRIPTION,P17041
ZN,TRANSCRIPTION,Q8NHY6
ZN,TRANSCRIPTION,Q14587
ZN,TRANSCRIPTION,Q9NZL3
ZN,"STRUCTURAL GENOMICS,
ZN,TRANSCRIPTION,
ZN,DNA BINDING PROTEIN,Q8IYH5
ZN,DNA BINDING PROTEIN,Q8IYH5
ZN,"TRANSCRIPTION,
ZN,"TRANSCRIPTION,
ZN,GENE REGULATION,Q96KM6
ZN,GENE REGULATION,Q96KM6
ZN,"STRUCTURAL GENOMICS,
ZN,"STRUCTURAL GENOMICS,
ZN,METAL BINDING PROTEIN,Q20595
ZN,METAL BINDING PROTEIN,P76575
ZN,METAL BINDING PROTEIN,P76575
ZN,TRANSCRIPTION,Q8WUH1
ZN,TRANSCRIPTION,Q8WUH1
ZN,STRUCTURAL GENOMICS,Q6N568
ZN,"STRUCTURAL GENOMICS,
ZN,METAL BINDING PROTEIN,Q9NVV9
ZN,TRANSCRIPTION,O75398
ZN,METAL BINDING PROTEIN,Q8CFC2
ZN,"STRUCTURAL GENOMICS,
ZN,TRANSCRIPTION,Q5HZG4
ZN,TRANSCRIPTION,Q5HZG4
ZN,METAL BINDING PROTEIN,Q96PM5
ZN,METAL BINDING PROTEIN,Q96PM5
ZN,RIBOSOMAL PROTEIN,Q9HJ78
ZN,METAL BINDING PROTEIN,Q8U3S0
MG,METAL BINDING PROTEIN,Q9NZU7
ZN,REPLICATION,P06567
ZN,METAL BINDING PROTEIN,P30569
ZN,METAL BINDING PROTEIN,P30569
ZN,CELL ADHESION,P48059
ZN,CELL ADHESION,P48059
ZN,TRANSCRIPTION/PROTEIN BINDING,O43918
ZN,METAL TRANSPORT,O64474
ZN,"TRANSCRIPTION,
ZN,ELECTRON TRANSPORT,O05893
ZN,"STRUCTURAL GENOMICS,
ZN,METAL BINDING PROTEIN,Q8IW19
ZN,TRANSCRIPTION,Q9JKD9
ZN,TRANSCRIPTION,Q9JKD9
ZN,DNA BINDING PROTEIN,Q5EAW4
ZN,DNA BINDING PROTEIN,Q5EAW4
ZN,VIRAL PROTEIN,P26313
ZN,VIRAL PROTEIN,P26313
ZN,Transcription regulation/ONCOPROTEIN,P17679
ZN,DNA BINDING PROTEIN,P78364
ZN,TRANSCRIPTION,Q9UKN5
ZN,TRANSCRIPTION,Q96EK4
ZN,Transcription regulator,P41182
ZN,RNA BINDING PROTEIN,P52756
ZN,RNA BINDING PROTEIN,Q12476
ZN,RNA BINDING PROTEIN,Q12476
ZN,RNA BINDING PROTEIN,Q12476
ZN,RNA BINDING PROTEIN,Q12476
ZN,RNA BINDING PROTEIN,Q12476
ZN,TRANSCRIPTION,Q03067
ZN,TRANSCRIPTION,O43918
ZN,TRANSCRIPTION,O43918
ZN,TRANSCRIPTION,Q01101
ZN,TRANSCRIPTION,Q01101
ZN,METAL BINDING PROTEIN,Q70LE5
ZN,APOPTOSIS,Q6GPH4
ZN,METAL BINDING PROTEIN,Q9BT23
ZN,METAL BINDING PROTEIN,Q9BT23
ZN,TRANSCRIPTION,Q13105
ZN,ONCOPROTEIN,P26554
ZN,UNKNOWN FUNCTION,C8UME7
ZN,UNKNOWN FUNCTION,Q88G17
ZN,TRANSCRIPTION,P43694
ZN,TRANSCRIPTION,"P61969
ZN,TRANSCRIPTION,"P61969
ZN,DNA BINDING PROTEIN,Q2M1K9
ZN,PROTEIN BINDING,Q14192
ZN,PROTEIN BINDING,Q14192
ZN,METAL BINDING PROTEIN,O75821
ZN,TRANSLATION REGULATOR,Q9BZB8
ZN,TRANSLATION REGULATOR,Q9BZB8
ZN,Transcription Regulator,P38806
ZN,Transcription Regulator,P38806
ZN,RNA BINDING PROTEIN,P98175
ZN,DNA BINDING PROTEIN,Q13105
ZN,METAL BINDING PROTEIN,P38772
ZN,METAL BINDING PROTEIN,P38772
ZN,METAL BINDING PROTEIN,P46973
ZN,METAL BINDING PROTEIN,P46973
ZN,TRANSCRIPTION,Q5SXI5
ZN,METAL BINDING PROTEIN,P39081
ZN,UNKNOWN FUNCTION,Q9A679
ZN,METAL BINDING PROTEIN,P50461
ZN,METAL BINDING PROTEIN,P50461
ZN,METAL BINDING PROTEIN,P50461
ZN,METAL BINDING PROTEIN,Q06455
CU1,METAL TRANSPORT,
ZN,"CELL CYCLE,
ZN,TRANSCRIPTION,Q13263
ZN,TRANSCRIPTION,O60481
ZN,TRANSCRIPTION,Q5VZF2
ZN,Metal-binding protein/nuclear Protein,Q9H0M4
ZN,METAL BINDING PROTEIN,Q8CDI2
ZN,METAL BINDING PROTEIN,Q8CDI2
ZN,TRANSCRIPTION,Q9P243
ZN,TRANSCRIPTION,Q9P243
ZN,TRANSCRIPTION,Q969R5
ZN,PROTEIN BINDING,Q15649
ZN,PROTEIN BINDING,Q15649
ZN,PROTEIN BINDING,Q8TB52
ZN,PROTEIN BINDING,Q8TB52
ZN,TRANSCRIPTION,Q9JJN2
ZN,GENE REGULATION,P41182
ZN,TRANSCRIPTION,Q9UHD1
ZN,TRANSCRIPTION,Q9UHD1
ZN,METAL BINDING PROTEIN,Q7Z6E9
ZN,PROTEIN BINDING,Q9BZY9
ZN,PROTEIN BINDING,Q9BZY9
ZN,PROTEIN BINDING,Q9BZY9
ZN,TRANSCRIPTION,Q9Y2L8
ZN,TRANSCRIPTION,Q02395
ZN,TRANSCRIPTION,Q02395
ZN,TRANSCRIPTION,Q8WTR7
ZN,RNA BINDING PROTEIN,Q8WTR7
ZN,SIGNALING PROTEIN,Q9BUZ4
ZN,SIGNALING PROTEIN,Q9BUZ4
ZN,PROTEIN BINDING,Q7Z6E9
ZN,PROTEIN BINDING,Q7Z6E9
ZN,ZINC-BINDING PROTEIN,A0A0H2ZP82
ZN,RNA BINDING PROTEIN,P32505
ZN,RNA BINDING PROTEIN,P32505
ZN,RNA BINDING PROTEIN,P32505
ZN,RNA BINDING PROTEIN,P32505
ZN,CALCIUM-BINDING PROTEIN,Q13137
ZN,PROTEIN BINDING,Q86VP1
ZN,PROTEIN BINDING,Q9Y6K9
ZN,PROTEIN BINDING,Q96CV9
ZN,METAL BINDING PROTEIN,P53899
ZN,METAL BINDING PROTEIN,P53899
ZN,TRANSCRIPTION,Q13105
ZN,TRANSCRIPTION,P37553
ZN,TRANSCRIPTION / STRUCTURAL PROTEIN,Q9BVI0
ZN,TRANSCRIPTION / STRUCTURAL PROTEIN,Q9BVI0
ZN,METAL BINDING PROTEIN,Q9UPV7
ZN,METAL BINDING PROTEIN,Q9UPV7
ZN,METAL BINDING PROTEIN,Q6ZN18
ZN,TRANSCRIPTION REGULATION,P25502
ZN,CELL ADHESION,P48059
ZN,TRANSCRIPTION,Q09472
ZN,TRANSCRIPTION,Q09472
ZN,TRANSCRIPTION,Q09472
ZN,"STRUCTURAL GENOMICS,
ZN,DNA BINDING PROTEIN,Q14839
ZN,METAL BINDING PROTEIN,Q00403
MG,"CONTRACTILE PROTEIN, slow skeletal and cardiac muscles"
MG,"CONTRACTILE PROTEIN, slow skeletal and cardiac muscles"
ZN,DNA BINDING PROTEIN,Q9XI90
CU1,METAL BINDING PROTEIN,Q9RT80
ZN,TRANSCRIPTION,O43918
ZN,RNA BINDING PROTEIN,P81303
ZN,TRANSCRIPTION,Q9P243
ZN,TRANSCRIPTION,Q9P243
ZN,TRANSCRIPTION,Q9P243
ZN,TRANSCRIPTION,Q9P243
ZN,TRANSCRIPTION,Q9P243
ZN,TRANSCRIPTION,Q9P243
ZN,TRANSCRIPTION,Q9P243
ZN,TRANSCRIPTION,Q7TS63
ZN,"ONCOPROTEIN,
ZN,TRANSCRIPTION,Q03164
ZN,TRANSCRIPTION,Q03164
ZN,TRANSCRIPTION,O95218
ZN,METAL BINDING PROTEIN,
ZN,METAL BINDING PROTEIN,P30569
ZN,NUCLEAR PROTEIN,P32505
ZN,NUCLEAR PROTEIN,P32505
ZN,NUCLEAR PROTEIN,P32505
ZN,TRANSCRIPTION,Q13342
ZN,TRANSCRIPTION,Q13342
ZN,DNA BINDING PROTEIN,Q9UL40
ZN,METAL BINDING PROTEIN,Q9P243
ZN,METAL BINDING PROTEIN,Q9P243
ZN,NUCLEAR PROTEIN,P09234
ZN,SPLICING,Q6IEG0
CU,BLOOD CLOTTING,P00451
ZN,TRANSCRIPTION REGULATION,P29590
ZN,TRANSCRIPTION REGULATION,P29590
ZN,TRANSCRIPTION,Q9VPQ6
ZN,TRANSCRIPTION/TRANSCRIPTION ACTIVATOR,P45481
ZN,TRANSCRIPTION/TRANSCRIPTION ACTIVATOR,P45481
ZN,TRANSCRIPTION/TRANSCRIPTION ACTIVATOR,P45481
ZN,DNA BINDING PROTEIN,P06536
MG,METAL BINDING PROTEIN,Q99828
MG,ALLERGEN,O82040
ZN,TRANSCRIPTION,Q13105
CU,BLOOD CLOTTING,P00451
FES,ELECTRON TRANSPORT,P27320
CU1,METAL TRANSPORT,O32221
ZN,GENE REGULATION,P45481
ZN,GENE REGULATION,P45481
CU1,METAL TRANSPORT,Q5SGY7
ZN,ELECTRON TRANSPORT,P00273
ZN,"STRUCTURAL GENOMICS,
ZN,METAL BINDING PROTEIN,Q06835
ZN,METAL BINDING PROTEIN,Q06835
ZN,METAL BINDING PROTEIN,Q06835
CU1,METAL TRANSPORT,O00244
ZN,SPLICING,P25337
ZN,APOPTOSIS,P04637
ZN,TRANSCRIPTION,P04637
ZN,RIBOSOME,P80256
ZN,TRANSPORT PROTEIN,P40343
ZN,TRANSPORT PROTEIN,P40343
ZN,SIGNALING PROTEIN,O34667
MG,SUGAR BINDING PROTEIN,Q939N5
ZN,PROTEIN BINDING,P70662
CO,RNA BINDING PROTEIN,Q6P2Q9
ZN,Heme Binding Protein,O69756
ZN,Heme Binding Protein,O69756
ZN,LIGAND BINDING PROTEIN,P02766
CU,SIGNALING PROTEIN,O49004
ZN,METAL TRANSPORT,Q0P8Q4
ZN,APOPTOSIS,Q16611
ZN,APOPTOSIS,Q16611
CU,METAL TRANSPORT,A0A1S4NYE6
ZN,HYDROLASE (ALPHA-AMINOACYLPEPTIDE),P00727
MN,DNA BINDING PROTEIN,Q9WYA3
ZN,"transcription,
MG,APOPTOSIS,Q16611
MG,PROTEIN BINDING,Q6VS32
ZN,OXIDOREDUCTASE,Q94G59
ZN,MEMBRANE PROTEIN,O28769
MG,Carbohydrate-binding protein,Q8WTT0
MG,MEMBRANE PROTEIN,D6QLY0
ZN,METAL BINDING PROTEIN,Q9CDU5
ZN,ANTIBIOTIC,J9ULM6
ZN,MEMBRANE PROTEIN,P69776
ZN,OXIDOREDUCTASE,P32816
MN,Exchange Factor,Q99418
MG,METAL TRANSPORT,W6KHH6
MG,HYDROLASE,P37700
ZN,APOPTOSIS,Q24306
MG,SIGNALING PROTEIN,Q9FN03
ZN,OXIDOREDUCTASE,P75691
MN,LYASE,P08954
ZN,Apoptosis Inhibitor,
ZN,VIRAL PROTEIN,P03527
ZN,PROTEIN BINDING,Q51912
MG,MEMBRANE PROTEIN,Q45040
MG,TRANSFERASE,P9WI81
ZN,DE NOVO PROTEIN,O58307
ZN,CELL CYCLE,O60308
ZN,CELL CYCLE,O60308
ZN,CELL CYCLE,O60308
ZN,CELL CYCLE,O60308
CU,TRANSPORT PROTEIN,P02185
ZN,SUGAR BINDING PROTEIN,
ZN,HYDROLASE,Q8E378
ZN,HYDROLASE,Q8E378
ZN,HYDROLASE,Q8E378
ZN,HYDROLASE,Q8E378
MG,TRANSFERASE,P00558
ZN,TRANSCRIPTION,O25671
MG,METAL TRANSPORT,Q5M586
ZN,PROTEIN BINDING,P13689
MN,TOXIN/CELL ADHESION,P17301
ZN,IMMUNE SYSTEM,Q95NL6
ZN,IMMUNE SYSTEM,Q95NL6
ZN,IMMUNE SYSTEM,Q95NL6
MG,SIGNALING PROTEIN,Q13255
ZN,STRUCTURAL PROTEIN,Q8T5C2
ZN,STRUCTURAL PROTEIN,Q8T5C2
MG,SIGNALING PROTEIN/SIGNALING PROTEIN,P60953
NI,CHAPERONE,Q5JS54
NI,TRANSCRIPTION REGULATOR,P0A9G8
ZN,PROTEIN BINDING,O29280
ZN,UNKNOWN FUNCTION,P63000
ZN,UNKNOWN FUNCTION,P63000
MG,ELECTRON TRANSPORT,P0A3E0
ZN,TOXIN,P0A0M0
MG,HYDROLASE,Q9KWY4
MG,HYDROLASE,Q9KWY4
ZN,LYASE,P0ACB2
MG,SIGNALING PROTEIN,P07207
NI,"SUGAR BINDING,
MG,"DNA BINDING PROTEIN,
ZN,IMMUNOGLOBULIN,P06312
ZN,IMMUNE SYSTEM,P06312
MG,DNA BINDING PROTEIN,A0QXB7
MN,TRANSCRIPTION,P10958
NI,mucin-binding protein,Q89ZX5
NI,mucin-binding protein,Q89ZX5
MG,PROTEIN TRANSPORT,P62826
NI,METAL BINDING PROTEIN,P0ABE7
ZN,RNA BINDING PROTEIN,Q9HUM0
ZN,RNA BINDING PROTEIN,Q9HUM0
MG,"TRANSCRIPTION,
MG,"STRUCTURAL GENOMICS,
ZN,PROTEIN BINDING,P01009
ZN,PROTEIN BINDING,P01009
ZN,PROTEIN BINDING,P01009
ZN,PROTEIN BINDING,P01009
MG,TRANSPORT PROTEIN,P0AER0
CU,OXIDOREDUCTASE,P36649
MG,METAL TRANSPORT,Q57986
ZN,VIRAL PROTEIN,D3W0F1
MG,CELL ADHESION,P20701
ZN,CYTOKINE,P49771
MN,HYDROLASE,Q9HXY1
ZN,IMMUNE SYSTEM,"P01660
FE,METAL BINDING PROTEIN,F2RB80
ZN,ANGIOGENESIS INHIBITOR,P39061
ZN,VIRAL PROTEIN,protein E6 chimera"
ZN,HYDROLASE,P04958
MG,GENE REGULATION,P32081
ZN,IMMUNE SYSTEM,P01857
ZN,IMMUNE SYSTEM,P01857
MG,"STRUCTURAL GENOMICS,
ZN,PROTEIN TRANSPORT,P09986
ZN,GENE REGULATION,Q8GUI6
CU,ELECTRON TRANSPORT,P00282
ZN,CELL DIVISION PROTEIN,Q9WZ49
MG,SIGNALING PROTEIN,P41594
MG,CELL ADHESION,Q7A382
MG,CELL ADHESION,Q7A382
ZN,IMMUNE SYSTEM,Q9UHP7
ZN,IMMUNE SYSTEM,P0DJY7
NI,"IMMUNE SYSTEM,
MG,IMMUNE SYSTEM,Q99LC4
MG,STRUCTURAL PROTEIN,Q87JH9
ZN,PROTEIN BINDING,P46680
ZN,PHOTOSYNTHESIS,P0C0Y7
MG,TRANSPORT PROTEIN,P06129
FE2,LYASE,P32396
ZN,PEPTIDOGLYCAN SYNTHESIS,Q8DR59
ZN,PEPTIDOGLYCAN SYNTHESIS,Q8DR59
NI,TRANSPORT PROTEIN,P36370
ZN,CYTOKINE,P60568
ZN,METAL BINDING PROTEIN,Q54450
ZN,TOXIN,Q9LCB8
CU,TOXIN,Q9LCB8
CU,IMMUNE SYSTEM,P61769
ZN,ZN BINDING PROTEIN,P75797
ZN,APOPTOSIS,P15498
ZN,"structural genomics,
ZN,RNA BINDING PROTEIN,Q4VGL6
ZN,RNA BINDING PROTEIN,Q4VGL6
ZN,PHOTOSYNTHESIS,Q8DH84
ZN,"Flurorescent Protein,Tax1-binding protein 1"
MG,SIGNALING PROTEIN,Q14831
ZN,"Membrane Protein,Smoothened homolog"
ZN,"Membrane Protein,Smoothened homolog"
MG,SIGNALING PROTEIN,Q14416
MG,SIGNALING PROTEIN,Q14832
NI,IMMUNE SYSTEM,P06756
ZN,MEMBRANE PROTEIN,G3MM57
ZN,VIRAL PROTEIN,P03420
ZN,VIRAL PROTEIN,P03420
MG,MEMBRANE PROTEIN,P56373
ZN,DNA BINDING PROTEIN,P04296
MG,DNA BINDING PROTEIN,Q70LE6
MG,SIGNALING PROTEIN,Q45TR8
CU,OXYGEN TRANSPORT,P04254
ZN,STRUCTURAL PROTEIN,
MG,RNA BINDING PROTEIN,P25359
ZN,TRANSPORT PROTEIN,Q00960
ZN,TRANSPORT PROTEIN,A0A1L8F5J9
ZN,TRANSPORT PROTEIN,Q99257
ZN,TRANSPORT PROTEIN,Q99257
ZN,TRANSPORT PROTEIN,Q99257
CU,BLOOD CLOTTING,Q7SZN0
ZN,RECOMBINATION,Q9ZNA2
ZN,TRANSCRIPTION,Q13888
CO,DNA BINDING PROTEIN/CELL CYCLE,P51834
MG,MEMBRANE PROTEIN,Q5QJC5
ZN,VIRAL PROTEIN,P07567
ZN,METAL BINDING PROTEIN,P22893
ZN,TRANSCRIPTION FACTOR,P19793
ZN,GENE REGULATION,Q9D168
ZN,GENE REGULATION,Q9D168
ZN,TRANSCRIPTION,P19544
ZN,TRANSCRIPTION,Q13888
ZN,TRANSCRIPTION,Q14CW9
ZN,TRANSCRIPTION,Q8UGY0
ZN,TRANSCRIPTION,Bromodomain-containing protein 1"
ZN,METAL BINDING PROTEIN,P03126
ZN,METAL BINDING PROTEIN,O95696
ZN,DNA BINDING PROTEIN,O94276
ZN,TRANSCRIPTION,
ZN,ZINC FINGER DNA BINDING DOMAIN,P08048
ZN,TRANSCRIPTION,P45481
ZN,TRANSCRIPTION,P45481
ZN,TRANSCRIPTION,P45481
ZN,VIRAL PROTEIN,P04585
CU,TOXIN,P60770
ZN,ELECTRON TRANSPORT,Q4W5X6
ZN,PROTEIN BINDING,P21784
ZN,PROTEIN BINDING,P21784
ZN,"STRUCTURAL GENOMICS,
ZN,HYDROLASE,Q9L387
MG,TRANSPORT PROTEIN,P34170
CO,TOXIN,B4F366
MN,TRANSPORT PROTEIN,A0A0H3PA01
ZN,MEMBRANE PROTEIN,P19491
ZN,TRANSCRIPTION,Q8IWS0
ZN,TRANSCRIPTION,Q8IWS0
CO,HYDROLASE,Q9A919
ZN,HYDROLASE,O08498
MG,PLANT PROTEIN,Q94JU3
MG,VIRAL PROTEIN,Q6I7B9
ZN,VIRAL PROTEIN,Q79791
ZN,VIRAL PROTEIN,Q79791
ZN,TRANSPORT PROTEIN,P42061
ZN,TRANSPORT PROTEIN,P42061
ZN,TRANSPORT PROTEIN,P42061
ZN,APOPTOSIS,"P97287
ZN,PEPTIDE BINDING PROTEIN,P55197
ZN,PEPTIDE BINDING PROTEIN,P55197
ZN,ONCOPROTEIN,P29590
MG,GENE REGULATION,Q9FN03
MG,METAL BINDING PROTEIN,D3EID5
ZN,UNKNOWN FUNCTION,P76341
ZN,UNKNOWN FUNCTION,P76341
ZN,UNKNOWN FUNCTION,P76341
ZN,PROTEIN TRANSPORT,P61316
ZN,PROTEIN TRANSPORT,P61316
MG,PROTEIN TRANSPORT,P61316
MG,METAL BINDING PROTEIN,Q8N4E7
MG,"STRUCTURAL GENOMICS,
MG,"STRUCTURAL GENOMICS,
MG,"STRUCTURAL GENOMICS,
MN,"STRUCTURAL GENOMICS,
MN,"STRUCTURAL GENOMICS,
MG,ANTIFREEZE PROTEIN,A1YIY3
MG,ANTIFREEZE PROTEIN,A1YIY3
ZN,TRANSPORT PROTEIN,
MG,SUGAR BINDING PROTEIN,R9RL27
MG,SUGAR BINDING PROTEIN,R9RL27
MG,SUGAR BINDING PROTEIN,R9RL27
MG,SUGAR BINDING PROTEIN,R9RL27
ZN,OXIDOREDUCTASE,Q9UVQ2
MG,TRANSPORT PROTEIN,A0A1A9TAB8
ZN,NUCLEAR PROTEIN,O75151
MG,NUCLEAR PROTEIN,O75151
ZN,GENE REGULATION,Q03456
ZN,GENE REGULATION,Q03456
ZN,"STRUCTURAL GENOMICS,
ZN,METAL BINDING PROTEIN,Q8WZ73
MG,GENE REGULATION,Q5F882
MG,GENE REGULATION,Q5F882
ZN,METAL BINDING PROTEIN,Q13263
ZN,METAL BINDING PROTEIN,Q13263
ZN,HYDROLASE,A2V759
ZN,TRANSPORT PROTEIN,Q8VLX7
MN,CALCIUM BINDING PROTEIN,P02619
MN,CALCIUM BINDING PROTEIN,P02619
ZN,CELL ADHESION,P40199
ZN,UNKNOWN FUNCTION,Q53W91
FE,METAL BINDING PROTEIN,Q9HWF9
FE,METAL BINDING PROTEIN,Q9HWF9
MG,METAL BINDING PROTEIN,Q8TMX3
ZN,SIGNALING PROTEIN,
ZN,CHAPERONE,Q9SN73
MG,HYDROLASE,Q9RVU2
ZN,CALCIUM-BINDING PROTEIN,P0DP23
MN,CALCIUM-BINDING PROTEIN,P0DP23
MN,CALCIUM-BINDING PROTEIN,P0DP23
MN,CALCIUM-BINDING PROTEIN,P0DP23
FE,VIRAL PROTEIN,Q77YG1
ZN,UNKNOWN FUNCTION,Q72TC3
ZN,UNKNOWN FUNCTION,Q72TC3
ZN,UNKNOWN FUNCTION,Q72TC3
NI,HYDROLASE,P0C6T4
ZN,ELECTRON TRANSPORT,Q4AE24
ZN,ELECTRON TRANSPORT,Q4AE24
MG,SIGNALING PROTEIN,P27348
ZN,SUGAR BINDING PROTEIN,P16108
ZN,SUGAR BINDING PROTEIN,P16108
ZN,COMPLEX (TWO TRANSCRIPTION FACTORS),P49847
ZN,COMPLEX (TWO TRANSCRIPTION FACTORS),P49847
ZN,VIRAL PROTEIN,Q6ZYF6
ZN,VIRAL PROTEIN,Q6ZYF6
ZN,TRANSCRIPTION,Q04I02
ZN,TRANSCRIPTION,Q04I02
ZN,HYDROLASE,3.2.1.89
ZN,HYDROLASE,3.2.1.89
ZN,HYDROLASE,3.2.1.89
ZN,CELL ADHESION,Q8NWQ6
ZN,ENDOCYTOSIS,Q9BQI5
ZN,CHAPERONE,Q12118
MG,LIGASE,6.1.1.11
ZN,HYDROLASE,P07711
ZN,TRANSCRIPTION,P23890
NI,CYTOKINE,Q8AY12
NI,TRANSCRIPTION,O58316
NI,TRANSCRIPTION,O58316
ZN,REPLICATION,Q8DT97
ZN,REPLICATION,Q8DT97
CO,TRANSPORT PROTEIN,Q1R2W8
ZN,PROTEIN BINDING,P04608
MG,TRANSFERASE,B8ZSN3
